STATEFP,COUNTYFP,GEOID,NAME,NAMELSAD,NAME_1,Geo_NAME,TractPopulation2010,MedINC14,MedINC10,MedINC00,MedINC90,MedHOMVal14,MedHOMVal10,MedHOMVal00,MedHOMVal90,MedRNTVal14,MedRENTVal10,MedRENTVal00,MedRENTVal90,OWNshprate14,OWNshprate10,OWNshprate00,OWNshprate90,shWHITET14,shWHITE10,shWHITE00,shWHITE90,shHISP14,shHISP10,shHISP00,shHISP90,shBLCK14,shBLCK10,shBLCK00,shBLCK90,shASIAN14,shASIAN10,shASIAN00,shASIAN90,POVrate14,POVrate10,POVrate00,POVrate90,shBACH14,shBACH10,shBACH00,shBACH90,shCBRENT14,shCBRENT10,shCBRENT00,shCBRENT90,chMedINC1014,chMedINC0010,chMedINC9000,chMedINC0014,chMedINC9014,chHOMval1014,chHOMval0010,chHOMval9000,chHOMval0014,chHOMval9014,chRENTval1014,chRENTval0010,chRENTval9000,chRENTval0014,chRENTval9014,chOWNrate1014,chOWNrate0010,chOWNrate9000,chOWNrate0014,chOWNrate9014,chBACH1014,chBACH0010,chBACH9000,chBACH0014,chBACH9014,chWHITE1014,chWHITE0010,chWHITE9000,chWHITE0014,chWHITE9014,chHISP1014,chHISP0010,chHISP9000,chHISP0014,chHISP9014,chBLCK1014,chBLCK0010,chBLCK9000,chBLCK0014,chBLCK9014,chASIAN1014,chASIAN0010,chASIAN9000,chASIAN0014,chASIAN9014,chPOVrate1014,chPOVrate0010,chPOVrate9000,chPOVrate9014,chCBRENT1014,chCBRENT0010,chCBRENT9000,chCBRENT0014,chCBRENT9014
25,25,25025080801,808.01,Census Tract 808.01,Boston,Census Tract 808.01- Suffolk County- Massachusetts,3885,24903,16932,30407.34,30014.81,0,905127,184696,0,618,451,893.83,456.81,0,3,2,2,29,28,45,24,31,32,23,47,28,30,17,26,19,25,15,3,44.17,67.33,43.13,40.74,10.6,8.8,38.98,14.73,40,44,40,29,7971,-13475.34,392.53,-5504.34,-5111.81,0,720431,0,0,0,167,-442.83,437.03,-275.83,161.19,-3,1,0,-2,-2,1.8,-30.18,24.25,-28.39,-4.14,1,-17,21,-16,5,-1,9,-24,8,-16,-2,13,-9,11,2,-6,10,12,5,17,-23.16,24.2,2.39,3.43,-4,5,11,1,11
25,25,25025080900,809,Census Tract 809,Boston,Census Tract 809- Suffolk County- Massachusetts,4008,51583,36659,46462,53584,301745,647264,295403,280348,1612,1654,1271,1223,8,11,11,13,72,55,57,58,3,7,11,14,11,13,13,20,0,2,19,8,37.88,38.13,38.49,25.06,57.31,57.94,48.76,33.42,60,65,49,51,14924,-9803,-7122,5121,-2001,-345519,351861,15055,6342,21397,-42,383,48,341,389,-3,0,-2,-3,-5,-0.63,9.19,15.33,8.55,23.89,17,-2,0,15,14,-5,-4,-3,-8,-11,-2,0,-7,-2,-9,-2,-16,10,-19,-8,-0.26,-0.36,13.44,12.82,-5,15,-1,10,9
25,25,25025081100,811,Census Tract 811,Boston,Census Tract 811- Suffolk County- Massachusetts,4091,53497,50237,45386,47504.88,313132,285887,199548,225926,1633,1459,1088,1153.31,31,20,25,24,59,54,41,44,13,11,16,15,11,18,28,27,8,7,16,13,31.98,29.85,20.36,13.55,56.65,45.63,34.97,26.83,55,56,47,48,3260,4851,-2118.88,8111,5992.12,27245,86339,-26378,113584,87206,174,371,-65.31,545,479.69,11,-5,1,6,7,11.02,10.66,8.15,21.68,29.82,5,13,-4,19,15,2,-5,1,-3,-3,-7,-10,0,-16,-16,1,-9,3,-7,-5,2.13,9.49,6.81,18.43,-1,9,-1,8,7
25,21,25021442101,4421.01,Census Tract 4421.01,Franklin Town,Census Tract 4421.01- Norfolk County- Massachusetts,5572,90606,93924,89253,93168,338345,399286,275049,285266,1164,1196,1096,1258,81,79,78,80,90,90,93,98,2,4,2,0,2,2,2,0,0,0,3,1,1.59,5.55,4.56,0.92,49.23,44.17,37.86,30.9,29,40,27,27,-3318,4671,-3915,1353,-2562,-60941,124237,-10217,63296,53079,-32,100,-162,68,-94,2,1,-2,3,1,5.06,6.31,6.97,11.36,18.33,1,-3,-5,-3,-8,-2,2,1,0,1,0,0,2,0,1,0,-3,2,-3,-1,-3.96,0.99,3.64,0.67,-11,13,0,2,3
25,21,25021456101,4561.01,Census Tract 4561.01,Stoughton,Census Tract 4561.01- Norfolk County- Massachusetts,3776,106786,108329,98374.5,88626.76,331635,386577,264503.34,280493.41,621,647,768.15,877.45,91,91,81,80,85,81,85,92,1,3,1,1,11,11,8,5,0,0,5,2,2.33,5.86,4.6,5.08,37.9,34.09,27.81,24.62,41,50,34,37,-1543,9954.5,9747.74,8411.5,18159.24,-54942,122073.66,-15990.06,67131.66,51141.59,-26,-121.15,-109.3,-147.15,-256.45,0,10,1,10,11,3.81,6.27,3.2,10.08,13.28,4,-5,-6,-1,-7,-2,2,0,0,-1,0,3,3,3,6,0,-5,4,-5,-2,-3.53,1.25,-0.48,-2.75,-10,17,-3,7,4
25,21,25021456102,4561.02,Census Tract 4561.02,Stoughton,Census Tract 4561.02- Norfolk County- Massachusetts,4945,63487,65038,72843,64313,330415,368438,233104,278591,1045,990,879,1043,62,62,62,63,79,85,88,94,6,2,2,3,9,7,5,2,3,0,4,1,8.32,3.32,6.84,6.49,32.15,28.49,23.75,19.21,47,41,35,35,-1551,-7805,8530,-9356,-826,-38023,135334,-45487,97311,51824,55,111,-164,166,2,0,-1,0,-1,-1,3.66,4.74,4.54,8.4,12.94,-6,-3,-6,-9,-14,4,0,-1,4,3,2,2,3,4,7,3,-4,3,-2,1,5,-3.52,0.35,1.83,6,6,0,13,13
25,21,25021456200,4562,Census Tract 4562,Stoughton,Census Tract 4562- Norfolk County- Massachusetts,3146,84408,77935,92864.59,84854.48,331330,391900,248043.38,284670.63,1545,1372,1100.96,1250.93,82,88,85,85,70,73,88,94,2,1,1,1,19,16,6,4,2,0,5,1,4.62,2.11,2.69,7.27,36.18,34.69,27.87,23.45,42,66,48,36,6473,-14929.59,8010.12,-8456.59,-446.48,-60570,143856.63,-36627.25,83286.63,46659.38,173,271.04,-149.96,444.04,294.07,-6,3,1,-4,-3,1.49,6.82,4.42,8.31,12.73,-2,-16,-6,-18,-24,1,0,0,1,1,3,9,3,12,15,2,-5,3,-3,0,2.52,-0.58,-4.58,-2.65,-24,18,11,-6,6
25,21,25021420201,4202.01,Census Tract 4202.01,Randolph,Census Tract 4202.01- Norfolk County- Massachusetts,3505,50231,68838,78330,85028,283547,359422,228016,273849,1342,672,860,1275,67,74,76,71,39,37,60,85,5,7,3,1,41,39,18,7,1,0,19,7,20.34,5.15,3.26,3.8,38.07,27.88,25.33,26.77,78,72,56,43,-18607,-9492,-6698,-28099,-34797,-75875,131406,-45833,55531,9698,670,-188,-415,482,67,-7,-2,5,-9,-4,10.19,2.55,-1.45,12.74,11.29,2,-23,-24,-22,-46,-2,4,1,2,4,2,21,11,23,34,1,-19,12,-18,-6,15.19,1.89,-0.54,16.54,6,15,13,22,35
25,21,25021420202,4202.02,Census Tract 4202.02,Randolph,Census Tract 4202.02- Norfolk County- Massachusetts,6303,70431,68272,85243.16,85055.2,252437,344107,229515.39,273952.59,1535,1275,1194.54,1274.98,63,59,70,71,36,37,61,85,4,13,4,1,44,33,22,7,3,2,14,7,8.24,8.31,4.75,3.8,33.83,31.08,28.85,26.78,43,45,33,43,2159,-16971.16,187.95,-14812.16,-14624.2,-91670,114591.61,-44437.2,22921.61,-21515.59,260,80.46,-80.44,340.46,260.02,4,-11,-2,-7,-9,2.75,2.23,2.07,4.98,7.05,-1,-24,-24,-25,-49,-9,10,2,1,3,11,12,14,23,37,1,-12,7,-11,-4,-0.07,3.56,0.95,4.44,-2,12,-10,10,-1
25,21,25021420302,4203.02,Census Tract 4203.02,Randolph,Census Tract 4203.02- Norfolk County- Massachusetts,7703,62976,72120,81662.82,86848.34,268704,372783,223475.89,293842.53,1246,1211,1224.85,1311.89,70,71,69,69,30,39,57,81,7,5,3,2,52,43,25,11,2,3,14,6,9.2,5.49,4.2,5.89,25.51,30.73,32.51,25.61,51,58,41,49,-9144,-9542.82,-5185.52,-18686.82,-23872.34,-104079,149307.11,-70366.64,45228.11,-25138.53,35,-13.85,-87.04,21.15,-65.89,-1,2,0,1,1,-5.22,-1.78,6.9,-7,-0.1,-9,-18,-24,-27,-51,2,2,1,4,5,9,17,14,26,41,-1,-11,8,-12,-4,3.71,1.29,-1.69,3.31,-6,17,-8,10,3
25,21,25021421100,4211,Census Tract 4211,Holbrook,Census Tract 4211- Norfolk County- Massachusetts,5120,53359,58244,71018.1,69216.59,291579,328900,202145.63,234462.8,1275,1370,875.16,907.31,65,63,70,69,74,78,88,95,11,7,3,1,11,11,6,3,0,0,3,1,10.5,5.34,7.17,6.93,18.31,17.65,14.93,15.51,54,53,30,47,-4885,-12774.1,1801.52,-17659.1,-15857.59,-37321,126754.38,-32317.17,89433.38,57116.2,-95,494.84,-32.15,399.84,367.69,2,-7,2,-6,-4,0.66,2.72,-0.58,3.38,2.8,-5,-10,-6,-14,-21,4,5,1,9,10,0,6,3,5,8,0,-3,2,-3,-1,5.16,-1.83,0.23,3.57,1,23,-17,24,8
25,9,25009206300,2063,Census Tract 2063,Lynn,Census Tract 2063- Essex County- Massachusetts,3773,53462,35217,49747,54733,214211,284475,161454,203937,1103,899,917,1087,49,44,49,49,28,34,53,70,44,38,23,14,18,16,12,12,22,10,11,4,18.2,22.59,16.74,13.56,12.36,4.41,9.2,12.8,62,67,34,55,18245,-14530,-4986,3715,-1271,-70264,123021,-42483,52757,10274,204,-18,-170,186,16,5,-5,0,0,0,7.95,-4.8,-3.6,3.16,-0.44,-6,-19,-17,-25,-42,6,15,10,21,31,2,4,0,6,6,12,-1,7,11,18,-4.39,5.85,3.18,4.64,-5,33,-21,28,7
25,9,25009206400,2064,Census Tract 2064,Lynn,Census Tract 2064- Essex County- Massachusetts,5249,54171,54822,59225.86,65360.46,232714,290340,188773.73,234672.59,1263,1099,1016.36,1102,56,65,57,59,45,57,72,89,32,25,14,5,13,12,6,4,16,4,8,1,19.08,15.75,12.2,10.99,13.44,17.41,15.53,14.08,56,55,38,40,-651,-4403.86,-6134.61,-5054.86,-11189.46,-57626,101566.27,-45898.86,43940.27,-1958.59,164,82.64,-85.64,246.64,161,-9,8,-2,0,-3,-3.97,1.88,1.45,-2.09,-0.64,-12,-14,-17,-26,-44,7,11,9,17,26,1,6,2,7,9,11,-4,6,8,14,3.34,3.55,1.2,8.09,1,17,-2,18,16
25,9,25009206500,2065,Census Tract 2065,Lynn,Census Tract 2065- Essex County- Massachusetts,3358,44938,44890,54703.03,51421.21,239017,280021,192898.3,217638.52,1222,908,927.08,1214.85,41,40,40,45,22,30,45,65,43,42,27,18,20,17,12,9,26,13,16,8,23.53,32.4,18.94,20.29,13.08,12.33,11.95,12.01,60,62,42,62,48,-9813.03,3281.82,-9765.03,-6483.21,-41004,87122.7,-24740.22,46118.7,21378.48,314,-19.08,-287.76,294.92,7.15,1,-1,-5,1,-4,0.74,0.38,-0.06,1.13,1.07,-8,-15,-20,-23,-43,2,15,9,16,26,2,5,3,7,10,13,-3,8,10,18,-8.87,13.45,-1.34,3.24,-3,20,-20,18,-2
25,9,25009206600,2066,Census Tract 2066,Lynn,Census Tract 2066- Essex County- Massachusetts,4243,42542,47559,56329.88,57565.16,254165,325099,209922,239352.2,1071,1008,887.71,1152.42,33,41,39,39,55,54,75,88,28,20,10,5,6,9,8,4,16,8,7,3,17.64,13.21,10.94,11.48,24.55,20.77,24.24,21.34,54,43,34,50,-5017,-8770.88,-1235.28,-13787.88,-15023.16,-70934,115177,-29430.2,44243,14812.8,63,120.29,-264.71,183.29,-81.42,-8,2,0,-6,-6,3.77,-3.47,2.89,0.31,3.2,0,-21,-13,-20,-33,8,9,5,18,23,-4,2,4,-2,2,7,1,4,9,12,4.44,2.27,-0.55,6.16,11,9,-16,20,4
25,9,25009206700,2067,Census Tract 2067,Lynn,Census Tract 2067- Essex County- Massachusetts,4080,35493,37732,45593.1,47127.13,241864,253084,189105.63,272406.78,940,1068,809.03,1005.05,30,39,30,26,39,57,65,81,44,30,19,9,13,11,10,7,26,10,6,2,30.56,25.34,22.41,9.19,30.57,25.98,27.24,26.36,55,62,47,53,-2239,-7861.1,-1534.04,-10100.1,-11634.13,-11220,63978.38,-83301.16,52758.38,-30542.78,-128,258.97,-196.02,130.97,-65.05,-9,8,5,0,4,4.59,-1.26,0.88,3.34,4.22,-18,-8,-17,-26,-43,14,11,9,25,34,2,1,3,3,6,16,4,4,19,24,5.22,2.93,13.22,21.37,-6,15,-6,9,2
25,9,25009206800,2068,Census Tract 2068,Lynn,Census Tract 2068- Essex County- Massachusetts,3546,21038,16946,23948,19509,201197,265901,157328,193574,522,515,634,618,17,18,10,16,28,35,36,52,46,36,40,26,14,18,16,17,34,17,7,5,36.67,41.41,32.84,43.56,11.76,16.3,13.63,8.21,63,58,39,43,4092,-7002,4439,-2910,1529,-64704,108573,-36246,43869,7623,7,-119,16,-112,-96,-1,7,-6,6,1,-4.54,2.67,5.42,-1.87,3.55,-7,-1,-16,-8,-24,10,-4,14,6,20,-4,2,-1,-2,-3,17,9,2,26,29,-4.74,8.56,-10.71,-6.89,5,20,-4,25,21
25,17,25017301101,3011.01,Census Tract 3011.01,Townsend,Census Tract 3011.01- Middlesex County- Massachusetts,4024,74006,74882,84664.23,86506.88,259960,315866,217012.22,256984,918,886,855,1042.99,76,82,79,83,94,91,97,98,2,7,1,1,0,0,1,1,1,5,1,0,5.54,4.05,5.23,3.02,29.42,23.97,32.55,24.81,47,41,23,46,-876,-9782.23,-1842.66,-10658.23,-12500.88,-55906,98853.78,-39971.78,42947.78,2976,32,31,-187.99,63,-124.99,-6,3,-5,-3,-7,5.45,-8.58,7.74,-3.13,4.62,3,-6,-1,-3,-4,-5,5,0,0,1,0,-1,0,-1,-1,-4,4,1,0,1,1.48,-1.18,2.21,2.52,6,18,-24,25,1
25,9,25009206900,2069,Census Tract 2069,Lynn,Census Tract 2069- Essex County- Massachusetts,3965,26589,20676,28935.95,26423.03,221734,263185,182285.59,244098.44,827,793,683.17,812.26,13,14,16,11,41,55,57,75,43,31,19,13,12,11,15,11,32,15,9,2,18.4,34.6,22.59,23.24,28.14,25.28,19.55,19.09,41,49,40,45,5913,-8259.95,2512.92,-2346.95,165.97,-41451,80899.41,-61812.84,39448.41,-22364.44,34,109.83,-129.09,143.83,14.74,-1,-2,5,-3,2,2.86,5.73,0.46,8.59,9.05,-13,-2,-18,-15,-34,12,12,6,24,30,1,-5,4,-3,1,16,6,7,23,30,-16.2,12.01,-0.65,-4.84,-8,9,-6,1,-5
25,9,25009208101,2081.01,Census Tract 2081.01,Saugus,Census Tract 2081.01- Essex County- Massachusetts,5124,80357,69693,83966.1,82103.02,332245,377888,263889.19,278595.16,992,1397,1061.74,1133.73,74,76,79,78,86,91,97,98,5,3,1,1,4,2,0,0,1,2,2,1,4.23,8.34,3.91,2.68,23.97,21.04,20.6,13.76,32,38,14,30,10664,-14273.1,1863.08,-3609.1,-1746.02,-45643,113998.81,-14705.97,68355.81,53649.84,-405,335.26,-71.99,-69.74,-141.73,-2,-3,1,-5,-4,2.94,0.43,6.84,3.37,10.21,-5,-6,-1,-11,-12,2,2,0,4,4,1,2,0,3,3,-1,1,1,0,1,-4.11,4.43,1.24,1.55,-5,23,-15,18,3
25,9,25009207000,2070,Census Tract 2070,Lynn,Census Tract 2070- Essex County- Massachusetts,2198,19708,22359,28782,17722,159616,139902,105481,149659,483,720,562,552,14,15,13,12,29,45,42,60,49,37,32,20,12,11,17,19,38,24,9,2,41.24,40.32,25.4,29.73,8.46,8.96,12.25,9.78,53,57,39,50,-2651,-6423,11060,-9074,1986,19714,34421,-44178,54135,9957,-237,158,10,-79,-69,-1,2,1,1,2,-0.5,-3.3,2.48,-3.8,-1.32,-17,4,-18,-13,-31,12,5,12,17,29,1,-6,-2,-5,-7,14,15,8,29,37,0.92,14.92,-4.33,11.51,-4,18,-11,14,3
25,9,25009208400,2084,Census Tract 2084,Saugus,Census Tract 2084- Essex County- Massachusetts,5745,89000,90115,93413.67,90510.24,388670,445232,339272.09,342722.56,1963,1773,1337.54,1379.74,79,81,93,90,91,85,96,97,2,2,1,1,2,2,0,0,0,0,3,2,1.46,2.33,3.96,4.29,27.43,31.81,24.37,23.09,45,55,22,26,-1115,-3298.67,2903.43,-4413.67,-1510.24,-56562,105959.91,-3450.47,49397.91,45947.44,190,435.46,-42.2,625.46,583.26,-2,-12,3,-14,-10,-4.38,7.44,1.28,3.06,4.34,6,-12,0,-5,-6,-1,1,0,1,1,0,2,0,2,2,0,-3,1,-3,-2,-0.87,-1.63,-0.33,-2.83,-10,33,-4,23,19
25,9,25009207100,2071,Census Tract 2071,Lynn,Census Tract 2071- Essex County- Massachusetts,3513,37284,32404,51252,57037,255182,305547,190884,193047,1120,1135,945,1128,28,35,39,34,18,15,32,59,60,56,31,20,14,11,10,11,36,11,26,10,26.95,33.68,19.82,22.06,7.16,8.44,9.16,8.72,49,78,45,43,4880,-18848,-5785,-13968,-19753,-50365,114663,-2163,64298,62135,-15,190,-183,175,-8,-6,-4,5,-10,-5,-1.28,-0.72,0.44,-2,-1.56,3,-17,-27,-14,-41,4,24,11,28,40,3,0,-1,3,2,25,-15,16,10,26,-6.74,13.86,-2.23,4.89,-28,33,2,4,7
25,9,25009207200,2072,Census Tract 2072,Lynn,Census Tract 2072- Essex County- Massachusetts,2939,26092,25669,26887,26878.16,231799,322166,135874,182529.59,688,828,468,544.64,25,14,20,23,22,36,45,59,48,26,27,14,17,26,14,15,33,10,14,12,31.92,25.25,25.36,30.05,9.96,13.63,10,6.85,54,50,37,25,423,-1218,8.84,-795,-786.16,-90367,186292,-46655.59,95925,49269.41,-140,360,-76.64,220,143.36,11,-7,-2,5,2,-3.67,3.63,3.15,-0.04,3.1,-15,-9,-14,-23,-37,22,-1,12,21,34,-9,12,-1,3,2,23,-3,2,20,21,6.67,-0.11,-4.69,1.87,4,13,12,17,29
25,25,25025081200,812,Census Tract 812,Boston,Census Tract 812- Suffolk County- Massachusetts,3265,20741,27668,26958,43910.11,337837,397331,269273,267643.91,411,367,485,416.28,17,18,15,16,13,15,9,9,49,36,51,39,34,43,35,50,32,23,5,2,42.69,38.7,42.27,27.08,24.46,22.33,11.87,11.53,42,40,39,27,-6927,710,-16952.11,-6217,-23169.11,-59494,128058,1629.09,68564,70193.09,44,-118,68.72,-74,-5.28,-1,3,-1,2,1,2.12,10.47,0.34,12.59,12.92,-2,6,0,4,4,13,-15,11,-2,9,-9,9,-16,0,-16,9,18,4,27,31,3.99,-3.57,15.19,15.61,3,1,12,3,15
25,25,25025081300,813,Census Tract 813,Boston,Census Tract 813- Suffolk County- Massachusetts,4760,21634,18286,28917,20125,262604,449468,213988,215706,531,444,502,434,8,12,10,11,12,5,4,5,45,47,41,31,37,38,50,63,28,25,4,1,38.37,42.71,30.48,41.27,14.11,9.53,11.33,4.98,39,45,36,38,3348,-10631,8792,-7283,1509,-186864,235480,-1718,48616,46898,87,-58,68,29,97,-4,2,0,-2,-2,4.57,-1.79,6.34,2.78,9.12,7,0,-1,7,7,-2,6,10,4,14,-1,-12,-13,-12,-26,3,21,3,24,27,-4.33,12.22,-10.79,-2.9,-6,10,-2,3,1
25,25,25025081400,814,Census Tract 814,Boston,Census Tract 814- Suffolk County- Massachusetts,3003,43688,59434,51182,47880.63,360610,456094,259372,205645.38,1282,1259,990,1194.36,30,41,36,32,32,25,16,13,13,13,17,17,45,51,60,69,8,3,7,1,28.3,15.09,17.52,26.07,48.53,47.48,33.09,23.65,62,44,44,42,-15746,8252,3301.37,-7494,-4192.63,-95484,196722,53726.63,101238,154964.63,23,269,-204.36,292,87.64,-11,5,3,-6,-2,1.06,14.38,9.45,15.44,24.89,7,9,3,16,20,0,-5,0,-4,-4,-5,-9,-10,-14,-24,5,-3,6,1,7,13.21,-2.44,-8.55,2.23,18,0,2,18,20
25,25,25025081500,815,Census Tract 815,Boston,Census Tract 815- Suffolk County- Massachusetts,2134,32524,49267,44782,36200,297374,298704,292240,214652,1120,1156,924,780,27,35,28,27,11,8,7,9,26,14,15,12,58,74,71,78,17,8,6,1,33.47,38.94,14.43,26.25,35.71,28.71,21.72,15.37,69,66,49,45,-16743,4485,8582,-12258,-3676,-1330,6464,77588,5134,82722,-36,232,144,196,340,-8,8,1,0,1,7,7,6.35,14,20.35,3,1,-1,4,3,12,-1,3,11,15,-16,3,-7,-13,-21,9,2,5,11,15,-5.47,24.51,-11.82,7.22,3,16,5,19,24
25,25,25025081700,817,Census Tract 817,Boston,Census Tract 817- Suffolk County- Massachusetts,3820,27787,38865,38610,34247,352375,395050,217564,192520,695,789,734,894,22,27,23,24,3,4,2,1,18,13,12,6,71,77,82,91,15,11,4,2,41.84,27.12,25.96,24.7,17.32,19.54,13.23,13.82,55,45,39,37,-11078,255,4363,-10823,-6460,-42675,177486,25044,134811,159855,-94,55,-160,-39,-199,-5,4,-1,-1,-3,-2.22,6.31,-0.59,4.09,3.5,-1,2,1,1,2,5,1,6,7,13,-6,-5,-9,-11,-20,4,7,2,11,13,14.72,1.16,1.26,17.14,10,6,2,16,18
25,25,25025081800,818,Census Tract 818,Boston,Census Tract 818- Suffolk County- Massachusetts,2898,25852,48879,35691,44063,335092,359748,213988,210085,1003,1189,869,732,27,42,26,27,1,3,2,1,26,24,19,11,69,64,72,87,15,12,7,1,37.63,21.27,26.77,22.46,19.54,24.38,12.09,15.47,66,52,49,42,-23027,13188,-8372,-9839,-18211,-24656,145760,3903,121104,125007,-186,320,137,134,271,-15,16,-1,1,0,-4.84,12.29,-3.38,7.45,4.07,-2,2,0,0,0,2,4,9,7,15,5,-8,-15,-3,-18,2,5,6,7,13,16.36,-5.5,4.31,15.17,15,3,7,18,25
25,25,25025081900,819,Census Tract 819,Boston,Census Tract 819- Suffolk County- Massachusetts,3115,30985,47633,53300,50206,240746,353557,281926,271741,959,959,932,884,16,25,24,21,0,1,1,1,29,21,18,11,70,77,74,86,14,10,6,2,36.73,15.87,12.24,19.63,20.45,26.24,18.42,19.61,57,51,36,46,-16648,-5667,3094,-22315,-19221,-112811,71631,10185,-41180,-30995,0,27,48,27,75,-9,1,3,-8,-5,-5.79,7.82,-1.19,2.03,0.84,-1,0,0,-1,-1,7,3,7,10,17,-7,3,-12,-4,-16,4,4,5,8,12,20.86,3.63,-7.4,17.1,6,15,-10,21,11
25,25,25025082000,820,Census Tract 820,Boston,Census Tract 820- Suffolk County- Massachusetts,2815,26276,44721,37405,47947,311505,459678,252358,255756,838,941,862,949,28,37,29,29,1,2,2,5,15,17,13,6,83,81,79,87,6,9,6,1,36.12,21.56,30.71,24.66,17.21,22.11,15.03,9.41,56,54,41,42,-18445,7316,-10542,-11129,-21671,-148173,207320,-3398,59147,55749,-103,79,-87,-24,-111,-9,8,0,-1,-2,-4.91,7.08,5.63,2.17,7.8,-1,1,-4,-1,-5,-2,3,7,1,8,3,2,-8,4,-4,-3,3,5,0,5,14.56,-9.15,6.05,11.46,2,12,0,15,14
25,25,25025090100,901,Census Tract 901,Boston,Census Tract 901- Suffolk County- Massachusetts,4571,31778,33008,42208,50916,371387,429265,298841,368879,956,1003,809,959,23,25,25,26,4,2,1,1,22,22,15,7,68,69,79,90,14,13,4,1,30.2,24.56,19.58,23.59,14.41,10.71,14.35,12.51,53,61,43,41,-1230,-9200,-8708,-10430,-19138,-57878,130424,-70038,72546,2508,-47,194,-150,147,-3,-2,-1,-1,-2,-3,3.7,-3.64,1.84,0.06,1.9,2,1,-1,3,3,0,7,8,7,15,-1,-11,-11,-11,-22,1,9,3,10,13,5.64,4.99,-4.02,6.61,-9,18,2,9,11
25,9,25009211300,2113,Census Tract 2113,Danvers,Census Tract 2113- Essex County- Massachusetts,6967,93984,100395,103511.46,100044.58,392228,490635,342245.78,358749.53,1727,1426,1059.42,1148.16,84,89,92,92,97,95,98,97,1,4,1,1,0,0,0,0,0,0,1,1,2.69,5,1.8,2.85,43.97,42.65,39.75,33.82,50,60,34,55,-6411,-3116.46,3466.88,-9527.46,-6060.58,-98407,148389.22,-16503.75,49982.22,33478.47,301,366.58,-88.75,667.58,578.84,-4,-3,0,-8,-8,1.32,2.9,5.93,4.22,10.15,2,-2,0,0,0,-3,3,0,0,0,0,0,0,0,0,0,-1,0,-1,-1,-2.31,3.19,-1.05,-0.16,-10,27,-21,16,-5
25,21,25021456401,4564.01,Census Tract 4564.01,Stoughton,Census Tract 4564.01- Norfolk County- Massachusetts,2765,84444,51505,78979.08,73470.88,305304,358771,243531.91,262246.97,1295,1181,917.15,1094.1,78,83,76,76,81,86,87,95,3,2,2,2,9,8,4,3,2,0,6,1,6.68,8.31,4.91,7.24,33.2,25.5,27,22.96,39,69,28,30,32939,-27474.08,5508.2,5464.92,10973.13,-53467,115239.09,-18715.06,61772.09,43057.03,114,263.85,-176.95,377.85,200.9,-6,8,0,2,2,7.7,-1.5,4.04,6.2,10.24,-5,-1,-8,-6,-13,2,-1,1,1,2,2,4,1,5,7,2,-6,6,-4,2,-1.64,3.4,-2.34,-0.57,-31,42,-2,11,9
25,21,25021457100,4571,Census Tract 4571,Avon,Census Tract 4571- Norfolk County- Massachusetts,4356,78750,73115,71388.48,79531.7,303474,357359,220955.3,262806.94,1089,1356,974.67,1116.76,83,81,76,78,77,85,92,96,3,3,1,1,13,9,4,2,1,0,2,1,1.06,3.11,6.62,4.21,24.14,18.61,21.22,13.51,34,51,45,26,5635,1726.52,-8143.23,7361.52,-781.7,-53885,136403.7,-41851.64,82518.7,40667.06,-267,381.33,-142.09,114.33,-27.76,2,5,-2,7,6,5.53,-2.6,7.7,2.93,10.63,-8,-7,-4,-15,-19,0,2,1,2,2,4,5,2,9,11,0,-2,1,-1,0,-2.05,-3.5,2.4,-3.15,-17,6,19,-11,8
25,21,25021440100,4401,Census Tract 4401,Plainville,Census Tract 4401- Norfolk County- Massachusetts,8264,78516,79993,81262.59,77012.57,329703,371588,238847.8,265654.19,1130,1190,1015.93,1049.97,75,77,73,68,94,95,96,98,0,1,1,1,0,1,1,1,0,0,2,1,5.29,4.2,4.03,4.99,39.31,36.91,28.32,19.72,28,25,26,32,-1477,-1269.59,4250.02,-2746.59,1503.43,-41885,132740.2,-26806.39,90855.2,64048.81,-60,174.07,-34.04,114.07,80.03,-3,5,5,2,7,2.39,8.6,8.59,10.99,19.58,-1,-1,-2,-2,-4,-1,0,0,-1,-1,-1,0,0,0,0,0,-2,1,-2,-1,1.09,0.17,-0.95,0.31,3,-1,-6,2,-4
25,21,25021421200,4212,Census Tract 4212,Holbrook,Census Tract 4212- Norfolk County- Massachusetts,5671,79041,77067,86394.8,70532.48,276329,340305,206808.8,249331.75,840,1171,1035.98,1078.79,93,83,82,81,85,77,92,94,6,7,2,1,5,9,2,3,1,0,3,1,6.02,2.31,5.59,5.29,30.41,24.14,21.44,17.1,44,30,30,46,1974,-9327.8,15862.32,-7353.8,8508.52,-63976,133496.2,-42522.95,69520.2,26997.25,-331,135.02,-42.81,-195.98,-238.79,10,1,1,11,12,6.26,2.71,4.34,8.97,13.31,8,-15,-2,-8,-10,-1,5,1,3,4,-4,7,0,2,2,1,-3,1,-2,-1,3.71,-3.29,0.3,0.73,14,0,-16,14,-2
